,mass A,,
t,x,vx,
0.00167,0.0344250,
0.00178,0.0411979,65.84
0.00189,0.0490787,74.56
0.00200,0.0577916,85.42
0.00211,0.0680909,98.45
0.00223,0.0797045,111.4
0.00234,0.0928888,124.8
0.00245,0.1074717,137.0
0.00256,0.1233854,150.0
0.00267,0.1408483,163.5
0.00278,0.1597862,177.2
0.00289,0.1802768,189.7
0.00300,0.2020074,202.7
0.00312,0.2253967,217.1
0.00323,0.2503345,230.2
0.00334,0.2766308,242.3
0.00345,0.3042669,254.0
0.00356,0.3331667,266.9
0.00367,0.3636636,278.9
0.00378,0.3952300,272.1
0.00389,0.4242177,294.0
0.00401,0.4606654,324.0
0.00412,0.4963276,323.4
0.00423,0.5326467,331.2
0.00434,0.5700396,342.8
0.00445,0.6089409,353.6
0.00456,0.6487369,361.3
0.00467,0.6893639,368.8
0.00479,0.7308279,376.6
0.00490,0.7731891,384.0
0.00501,0.8162994,381.9
0.00512,0.8581967,392.9
0.00523,0.9037367,398.1
0.00534,0.9467970,395.0
0.00545,0.9916611,404.2
0.00556,1.0367695,405.4
0.00568,1.0818936,406.7
0.00579,1.1272862,407.7
0.00590,1.1726316,407.7
0.00601,1.2180184,407.6
0.00612,1.2633514,394.3
0.00623,1.3057815,399.3
0.00634,1.3522132,409.7
0.00645,1.3969701,396.9
0.00657,1.4405488,380.4
0.00668,1.4816258,363.8
0.00679,1.5215197,341.9
0.00690,1.5577158,316.6
0.00701,1.5919877,
